chr,start,end,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_name,gene_type
chr2,31799330,31799378,0.88,0.77,0.65,chr2,31686376,31806227,Abl1,protein_coding
chr2,31948928,31948932,0.79,0.73,0.55,chr2,31948139,31975442,Aif1l,protein_coding
chr2,32196384,32196422,0.83,0.75,0.61,chr2,32149082,32236537,Prrc2b,protein_coding
chr2,32254389,32254436,0.68,0.54,0.43,chr2,32253002,32262159,Uck1,protein_coding
chr2,32254389,32254436,0.68,0.54,0.43,chr2,32234590,32257005,Pomt1,protein_coding
chr2,32270000,32270227,0.47,0.29,0.17,chr2,32269845,32274162,Gm13611,processed_pseudogene
chr2,32278737,32278785,0.76,0.71,0.52,chr2,32276816,32290075,Swi5,protein_coding
chr2,32377030,32377191,0.58,0.48,0.35,chr2,32375097,32383938,1110008P14Rik,protein_coding
chr2,32377030,32377191,0.58,0.48,0.35,chr2,32350327,32382970,Ciz1,protein_coding
chr2,32377227,32377231,0.75,0.56,0.48,chr2,32375097,32383938,1110008P14Rik,protein_coding
chr2,32377227,32377231,0.75,0.56,0.48,chr2,32350327,32382970,Ciz1,protein_coding
chr2,32418475,32418496,0.4,0.24,0.19,chr2,32412487,32453445,Slc25a25,protein_coding
chr2,32679525,32679713,0.68,0.52,0.35,chr2,32644595,32684669,Eng,protein_coding
chr2,32733051,32733178,0.53,0.73,0.74,chr2,32719055,32757512,Sh2d3c,protein_coding
chr2,32733051,32733178,0.53,0.73,0.74,chr2,32730620,32743016,6330409D20Rik,protein_coding
chr2,32763051,32763156,0.77,0.65,0.56,chr2,32755234,32764244,Tor2a,protein_coding
chr2,32763051,32763156,0.77,0.65,0.56,chr2,32755026,32777633,Ttc16,protein_coding
chr2,32773347,32773368,0.57,0.45,0.36,chr2,32755026,32777633,Ttc16,protein_coding
chr2,32798311,32798506,0.67,0.52,0.47,chr2,32785602,32849239,Stxbp1,protein_coding
chr2,32798662,32798839,0.44,0.26,0.23,chr2,32785602,32849239,Stxbp1,protein_coding
chr2,32879794,32879925,0.83,0.66,0.52,chr2,32874114,32927254,Fam129b,protein_coding
chr2,32882773,32882902,0.59,0.42,0.31,chr2,32874114,32927254,Fam129b,protein_coding
chr2,32902155,32902225,0.45,0.31,0.21,chr2,32874114,32927254,Fam129b,protein_coding
chr2,32917379,32917560,0.85,0.69,0.63,chr2,32874114,32927254,Fam129b,protein_coding
chr2,32921946,32921964,0.65,0.54,0.42,chr2,32874114,32927254,Fam129b,protein_coding
chr2,32922164,32922170,0.76,0.58,0.42,chr2,32874114,32927254,Fam129b,protein_coding
chr2,33155713,33156018,0.87,0.71,0.63,chr2,33131417,33373486,Ralgps1,protein_coding
chr2,33497705,33497790,0.72,0.48,0.33,chr2,33487782,33505632,Gm13530,lincRNA
chr2,33498283,33498461,0.49,0.33,0.23,chr2,33487782,33505632,Gm13530,lincRNA
chr2,33734384,33734417,0.57,0.48,0.35,chr2,33727953,33889946,Mvb12b,protein_coding
chr2,34179863,34179872,0.62,0.83,0.84,chr2,34169457,34375142,Pbx3,protein_coding
chr2,34609726,34609884,0.6,0.47,0.36,chr2,34404771,34626950,Mapkap1,protein_coding
chr2,34796089,34796144,0.51,0.39,0.26,chr2,34775556,34801912,Rabepk,protein_coding
chr2,35156821,35156881,0.63,0.4,0.33,chr2,35107492,35180822,Cntrl,protein_coding
chr2,35183277,35183305,0.6,0.53,0.39,chr2,35178205,35203120,Rab14,protein_coding
chr2,35564092,35564239,0.66,0.53,0.44,chr2,35556266,35732994,Dab2ip,protein_coding
chr2,35589993,35590017,0.5,0.34,0.25,chr2,35556266,35732994,Dab2ip,protein_coding
chr2,35656243,35656366,0.71,0.57,0.49,chr2,35556266,35732994,Dab2ip,protein_coding
chr2,35674754,35674796,0.39,0.22,0.15,chr2,35556266,35732994,Dab2ip,protein_coding
chr2,35714781,35714993,0.56,0.35,0.26,chr2,35556266,35732994,Dab2ip,protein_coding
chr2,35768355,35768442,0.42,0.33,0.22,chr2,35749241,35981913,Ttll11,protein_coding
chr2,35811929,35812129,0.75,0.58,0.49,chr2,35749241,35981913,Ttll11,protein_coding
chr2,35825600,35825639,0.66,0.57,0.4,chr2,35749241,35981913,Ttll11,protein_coding
chr2,35881265,35881312,0.62,0.49,0.42,chr2,35749241,35981913,Ttll11,protein_coding
chr2,35936124,35936141,0.64,0.44,0.35,chr2,35749241,35981913,Ttll11,protein_coding
chr2,35969049,35969056,0.7,0.37,0.3,chr2,35749241,35981913,Ttll11,protein_coding
chr2,41905784,41905849,0.51,0.47,0.3,chr2,40593248,42655598,Lrp1b,protein_coding
chr2,42388387,42388480,0.53,0.45,0.31,chr2,40593248,42655598,Lrp1b,protein_coding
chr2,44166875,44166973,0.56,0.39,0.32,chr2,43746824,44397953,Arhgap15,protein_coding
chr2,44324233,44324476,0.82,0.71,0.6,chr2,43746824,44397953,Arhgap15,protein_coding
chr2,45696920,45697105,0.66,0.52,0.4,chr2,45694605,45700447,1700019E08Rik,lincRNA
chr2,45744425,45744535,0.46,0.32,0.23,chr2,45731457,45755311,Gm13465,lincRNA
chr2,52052390,52052417,0.53,0.74,0.71,chr2,52036009,52058686,Tnfaip6,protein_coding
chr2,52705652,52705663,0.75,0.6,0.51,chr2,52689664,52744281,Stam2,protein_coding
chr2,52955974,52956107,0.83,0.66,0.55,chr2,52855860,53136202,Fmnl2,protein_coding
chr2,54567673,54567681,0.6,0.47,0.36,chr2,54563998,54568136,Gm24549,snoRNA
chr2,54567673,54567681,0.6,0.47,0.36,chr2,54434317,55120309,Galnt13,protein_coding
chr2,54567765,54567785,0.35,0.23,0.14,chr2,54563998,54568136,Gm24549,snoRNA
chr2,54567765,54567785,0.35,0.23,0.14,chr2,54434317,55120309,Galnt13,protein_coding
chr2,54857424,54857432,0.73,0.56,0.36,chr2,54434317,55120309,Galnt13,protein_coding
chr2,57362590,57362691,0.58,0.48,0.32,chr2,57235635,57372719,Gpd2,protein_coding
chr2,58161739,58161773,0.65,0.58,0.43,chr2,58127137,58197532,Cytip,protein_coding
chr2,58166911,58167067,0.77,0.7,0.49,chr2,58162001,58179063,Gm13546,antisense
chr2,58166911,58167067,0.77,0.7,0.49,chr2,58127137,58197532,Cytip,protein_coding
chr2,58173817,58174016,0.55,0.4,0.29,chr2,58162001,58179063,Gm13546,antisense
chr2,58173817,58174016,0.55,0.4,0.29,chr2,58127137,58197532,Cytip,protein_coding
chr2,58389114,58389416,0.48,0.4,0.25,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58400364,58400417,0.9,0.69,0.64,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58407500,58407675,0.76,0.53,0.45,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58419654,58419727,0.67,0.53,0.37,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58419808,58419890,0.56,0.49,0.36,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58434207,58434290,0.7,0.5,0.41,chr2,58386644,58569157,Acvr1,protein_coding
chr2,58607757,58607766,0.28,0.5,0.4,chr2,58565298,58794971,Upp2,protein_coding
chr2,58636425,58636443,0.71,0.59,0.51,chr2,58565298,58794971,Upp2,protein_coding
chr2,59042765,59042796,0.59,0.48,0.36,chr2,58819697,59162683,Ccdc148,protein_coding
chr2,59207602,59207610,0.56,0.39,0.35,chr2,59158850,59357208,Pkp4,protein_coding
chr2,59635435,59635510,0.69,0.54,0.44,chr2,59610042,59848149,Tanc1,protein_coding
chr2,59663836,59663921,0.72,0.53,0.41,chr2,59610042,59848149,Tanc1,protein_coding
chr2,59860565,59860592,0.57,0.33,0.22,chr2,59850364,59884591,Wdsub1,protein_coding
chr2,60614868,60615044,0.72,0.6,0.45,chr2,60596292,60724643,Itgb6,protein_coding
chr2,60778158,60778171,0.48,0.37,0.25,chr2,60748193,60965192,Rbms1,protein_coding
chr2,65170747,65170757,0.67,0.63,0.44,chr2,65086339,65241403,Cobll1,protein_coding
chr2,68005820,68005847,0.62,0.51,0.4,chr2,67563871,68124689,B3galt1,protein_coding
chr2,68288169,68288320,0.9,0.81,0.69,chr2,68208445,68474268,Stk39,protein_coding
chr2,68304976,68305176,0.86,0.71,0.52,chr2,68208445,68474268,Stk39,protein_coding
chr2,68336956,68337208,0.45,0.31,0.18,chr2,68208445,68474268,Stk39,protein_coding
chr2,68355817,68355857,0.63,0.38,0.28,chr2,68208445,68474268,Stk39,protein_coding
chr2,68417574,68417655,0.58,0.38,0.23,chr2,68208445,68474268,Stk39,protein_coding
chr2,68439911,68439916,0.3,0.47,0.51,chr2,68208445,68474268,Stk39,protein_coding
chr2,68886868,68886935,0.7,0.53,0.45,chr2,68859441,69116282,Cers6,protein_coding
chr2,68958831,68958879,0.47,0.3,0.27,chr2,68859441,69116282,Cers6,protein_coding
chr2,69187179,69187285,0.63,0.42,0.3,chr2,69133800,69191330,Nostrin,protein_coding
chr2,70065735,70065985,0.61,0.42,0.34,chr2,70037126,70431198,Myo3b,protein_coding
chr2,70189002,70189017,0.59,0.5,0.36,chr2,70037126,70431198,Myo3b,protein_coding
chr2,70339071,70339099,0.31,0.51,0.44,chr2,70037126,70431198,Myo3b,protein_coding
chr2,70693093,70693098,0.62,0.48,0.33,chr2,70659576,70714636,Gorasp2,protein_coding
chr2,71073193,71073203,0.5,0.71,0.66,chr2,71053328,71101142,Dcaf17,protein_coding
chr2,71232110,71232177,0.62,0.51,0.4,chr2,71209706,71265303,Dync1i2,protein_coding
chr2,72351554,72351578,0.87,0.73,0.58,chr2,72283637,72444610,Zak,protein_coding
chr2,73290196,73290245,0.42,0.34,0.21,chr2,73281105,73314701,Cir1,protein_coding
chr2,73512547,73512657,0.58,0.35,0.26,chr2,73427610,73531734,Wipf1,protein_coding
chr2,73728042,73728094,0.54,0.41,0.32,chr2,73608660,73777346,Chn1,protein_coding
chr2,73896750,73896763,0.8,0.56,0.5,chr2,73890996,73902850,Gm10822,lincRNA
chr2,75148152,75148187,0.43,0.65,0.57,chr2,75145118,75179658,A330043C09Rik,lincRNA
chr2,75148152,75148187,0.43,0.65,0.57,chr2,75136842,75324897,2600014E21Rik,antisense
chr2,76518739,76518934,0.7,0.57,0.49,chr2,76404508,76602647,Osbpl6,protein_coding
chr2,76565026,76565209,0.86,0.72,0.59,chr2,76404508,76602647,Osbpl6,protein_coding
chr2,77657427,77657430,0.63,0.5,0.42,chr2,77408634,77821639,Zfp385b,protein_coding
chr2,78596818,78596901,0.71,0.63,0.5,chr2,78595669,78600922,Gm14464,processed_pseudogene
chr2,79309976,79310003,0.59,0.35,0.35,chr2,79253426,79335123,Itga4,protein_coding
chr2,80505183,80505314,0.56,0.48,0.33,chr2,80498512,80583380,Nckap1,protein_coding
chr2,80623591,80623645,0.75,0.62,0.51,chr2,80615045,80634361,Dusp19,protein_coding
chr2,80623591,80623645,0.75,0.62,0.51,chr2,80615236,80660906,Nup35,protein_coding
chr2,80624654,80624751,0.64,0.49,0.43,chr2,80615045,80634361,Dusp19,protein_coding
chr2,80624654,80624751,0.64,0.49,0.43,chr2,80615236,80660906,Nup35,protein_coding
chr2,83702651,83702668,0.85,0.76,0.49,chr2,83698657,83703116,Gm13686,antisense
chr2,83781765,83781948,0.49,0.33,0.28,chr2,83722397,83808916,Itgav,protein_coding
chr2,84880194,84880233,0.67,0.53,0.34,chr2,84869924,84888710,Rtn4rl2,protein_coding
chr2,85664016,85664068,0.3,0.5,0.42,chr2,85661476,85666432,Olfr154,protein_coding
chr2,90542179,90542271,0.72,0.59,0.49,chr2,90427754,90582647,Ptprj,protein_coding
chr2,90542760,90543097,0.78,0.64,0.53,chr2,90427754,90582647,Ptprj,protein_coding
chr2,90777858,90777898,0.65,0.45,0.37,chr2,90743370,90783021,Fnbp4,protein_coding
chr2,90866418,90866454,0.59,0.46,0.36,chr2,90845155,90868810,Mtch2,protein_coding
chr2,91121257,91121277,0.55,0.41,0.3,chr2,91116144,91138516,Mybpc3,protein_coding
chr2,91139158,91139308,0.66,0.5,0.38,chr2,91135360,91185837,Madd,protein_coding
chr2,91187538,91187574,0.63,0.45,0.39,chr2,91182061,91204834,Nr1h3,protein_coding
chr2,91304460,91304503,0.73,0.63,0.53,chr2,91273068,91446704,1110051M20Rik,protein_coding
chr2,91373287,91373369,0.88,0.73,0.64,chr2,91273068,91446704,1110051M20Rik,protein_coding
chr2,91374696,91374944,0.71,0.56,0.42,chr2,91273068,91446704,1110051M20Rik,protein_coding
chr2,91492210,91492451,0.68,0.52,0.43,chr2,91455511,91515779,Lrp4,protein_coding
chr2,92083367,92083449,0.63,0.41,0.38,chr2,92041373,92098042,Gm13780,lincRNA
chr2,92266104,92266285,0.58,0.44,0.35,chr2,92091117,92366666,Phf21a,protein_coding
chr2,92291506,92291612,0.88,0.77,0.66,chr2,92091117,92366666,Phf21a,protein_coding
chr2,92386771,92386794,0.76,0.63,0.51,chr2,92380538,92387708,1700029I15Rik,protein_coding
chr2,92386771,92386794,0.76,0.63,0.51,chr2,92381676,92403263,Mapk8ip1,protein_coding
chr2,92386771,92386794,0.76,0.63,0.51,chr2,92385384,92389446,Mir7000,miRNA
chr2,92530108,92530138,0.57,0.33,0.26,chr2,92481926,92531809,Gm13814,lincRNA
chr2,92530108,92530138,0.57,0.33,0.26,chr2,92527694,92542980,Gm13817,lincRNA
chr2,92897785,92897796,0.52,0.35,0.3,chr2,92854167,92915663,Gm13791,processed_transcript
chr2,92945489,92945666,0.66,0.51,0.44,chr2,92913098,92958058,Syt13,protein_coding
chr2,93017851,93017872,0.76,0.71,0.55,chr2,92963151,93048167,Prdm11,protein_coding
chr2,93084398,93084421,0.74,0.6,0.51,chr2,93083942,93100244,Gm13802,lincRNA
chr2,93316620,93316637,0.56,0.51,0.72,chr2,93199760,93336505,Tspan18,protein_coding
chr2,93694917,93694966,0.76,0.65,0.56,chr2,93659028,93824568,Ext2,protein_coding
chr2,93979612,93979618,0.61,0.4,0.32,chr2,93954817,93998354,Gm27027,protein_coding
chr2,93979612,93979618,0.61,0.4,0.32,chr2,93978034,93985575,4921507L20Rik,processed_transcript
chr2,93979612,93979618,0.61,0.4,0.32,chr2,93978550,94012807,Alkbh3,protein_coding
chr2,94052093,94052127,0.4,0.29,0.18,chr2,94030689,94159964,Hsd17b12,protein_coding
chr2,94137085,94137117,0.59,0.46,0.36,chr2,94030689,94159964,Hsd17b12,protein_coding
chr2,96605025,96605039,0.8,0.68,0.52,chr2,96316169,97633666,Lrrc4c,protein_coding
chr2,96618648,96618729,0.57,0.43,0.35,chr2,96316169,97633666,Lrrc4c,protein_coding
chr2,98662826,98662903,0.19,0.15,0.41,chr2,98660237,98666083,Gm10801,protein_coding
chr2,101779098,101779222,0.67,0.51,0.46,chr2,101712285,101885027,Prr5l,protein_coding
chr2,102034704,102034713,0.69,0.55,0.46,chr2,101948203,102188385,Ldlrad3,protein_coding
chr2,102158397,102158409,0.44,0.27,0.14,chr2,101948203,102188385,Ldlrad3,protein_coding
chr2,102172051,102172134,0.64,0.53,0.43,chr2,101948203,102188385,Ldlrad3,protein_coding
chr2,102690502,102690723,0.79,0.62,0.54,chr2,102656659,102792784,Slc1a2,protein_coding
chr2,102828498,102828551,0.68,0.55,0.41,chr2,102809141,102903665,Cd44,protein_coding
chr2,103464822,103464858,0.59,0.44,0.38,chr2,103451849,103487160,Cat,protein_coding
chr2,104561522,104561591,0.82,0.69,0.58,chr2,104557163,104573429,4930500J02Rik,processed_transcript
chr2,104647870,104647899,0.61,0.52,0.35,chr2,104588523,104667429,Cstf3,protein_coding
chr2,105991232,105991312,0.72,0.65,0.49,chr2,105990757,105994881,Gm22002,miRNA
chr2,105991232,105991312,0.72,0.65,0.49,chr2,105964709,106005549,Dnajc24,protein_coding
chr2,106114817,106114843,0.86,0.7,0.64,chr2,106001336,106408151,Dcdc5,unitary_pseudogene
chr2,106182434,106182439,0.38,0.29,0.17,chr2,106001336,106408151,Dcdc5,unitary_pseudogene
chr2,106775564,106775578,0.77,0.62,0.56,chr2,106691269,106870356,Mpped2,protein_coding
chr2,108274773,108274787,0.34,0.57,0.44,chr2,108181716,108293319,Gm13912,lincRNA
chr2,109952751,109952875,0.39,0.27,0.19,chr2,109915647,110016257,Lgr4,protein_coding
chr2,110840301,110840483,0.46,0.33,0.22,chr2,110653201,110952923,Ano3,protein_coding
chr2,112472694,112472897,0.54,0.4,0.26,chr2,112452997,112474162,Emc7,protein_coding
chr2,112632710,112632889,0.43,0.26,0.21,chr2,112490964,112636573,Aven,protein_coding
chr2,112632710,112632889,0.43,0.26,0.21,chr2,112629355,113219096,Ryr3,protein_coding
chr2,112637861,112637940,0.44,0.33,0.21,chr2,112629355,113219096,Ryr3,protein_coding
chr2,112638051,112638097,0.74,0.63,0.47,chr2,112629355,113219096,Ryr3,protein_coding
chr2,113205344,113205354,0.76,0.63,0.47,chr2,112629355,113219096,Ryr3,protein_coding
chr2,113371669,113371964,0.46,0.35,0.23,chr2,113325736,113718767,Fmn1,protein_coding
chr2,113594967,113595105,0.49,0.71,0.61,chr2,113325736,113718767,Fmn1,protein_coding
chr2,113594967,113595105,0.49,0.71,0.61,chr2,113439289,113711460,FMN1,protein_coding
chr2,113821380,113821458,0.58,0.44,0.33,chr2,113774362,113831121,Scg5,protein_coding
chr2,114134511,114134652,0.78,0.65,0.44,chr2,114099170,114189024,Aqr,protein_coding
chr2,114134708,114134763,0.81,0.66,0.55,chr2,114099170,114189024,Aqr,protein_coding
chr2,114917038,114917068,0.24,0.46,0.35,chr2,114852093,115045972,Gm13974,lincRNA
chr2,114917038,114917068,0.24,0.46,0.35,chr2,114895916,115222708,Gm28494,lincRNA
chr2,115757852,115758029,0.48,0.34,0.27,chr2,115579716,115780768,BC052040,protein_coding
chr2,116914373,116914467,0.45,0.34,0.22,chr2,116898152,116914791,D330050G23Rik,lincRNA
chr2,117270222,117270226,0.48,0.37,0.22,chr2,117247739,117273540,Fam98b,protein_coding
chr2,117297649,117297755,0.88,0.81,0.66,chr2,117277993,117345001,Rasgrp1,protein_coding
chr2,117303928,117304415,0.55,0.4,0.28,chr2,117277993,117345001,Rasgrp1,protein_coding
chr2,118012369,118012411,0.66,0.52,0.42,chr2,117855291,118113202,Gm13986,processed_transcript
chr2,118332560,118332669,0.69,0.57,0.48,chr2,118275110,118375419,Gpr176,protein_coding
chr2,118448360,118448364,0.66,0.57,0.41,chr2,118386618,118477234,Eif2ak4,protein_coding
chr2,118448475,118448532,0.53,0.43,0.29,chr2,118386618,118477234,Eif2ak4,protein_coding
chr2,118667934,118667963,0.5,0.31,0.22,chr2,118661303,118700020,Pak6,protein_coding
chr2,118689742,118689790,0.74,0.58,0.47,chr2,118661303,118700020,Pak6,protein_coding
chr2,118756202,118756319,0.6,0.45,0.36,chr2,118752158,118764661,A430105I19Rik,protein_coding
chr2,118916810,118916868,0.55,0.44,0.31,chr2,118898377,118926528,Bahd1,protein_coding
chr2,119147938,119147959,0.61,0.51,0.38,chr2,119110793,119149445,Rad51,protein_coding
chr2,119147938,119147959,0.61,0.51,0.38,chr2,119135001,119159034,Rmdn3,protein_coding
chr2,119176243,119176495,0.63,0.46,0.39,chr2,119170500,119210795,Dnajc17,protein_coding
chr2,119176243,119176495,0.63,0.46,0.39,chr2,119172509,119179575,Gm14137,protein_coding
chr2,119291904,119291980,0.57,0.42,0.33,chr2,119286740,119300453,Vps18,protein_coding
chr2,119379534,119379618,0.35,0.22,0.14,chr2,119371042,119479687,Ino80,protein_coding
chr2,119379948,119380067,0.8,0.7,0.55,chr2,119371042,119479687,Ino80,protein_coding
chr2,119541343,119541359,0.58,0.47,0.38,chr2,119514505,119549627,Exd1,protein_coding
chr2,119747328,119747700,0.52,0.38,0.3,chr2,119740337,119753263,Itpka,protein_coding
chr2,120007355,120007435,0.53,0.36,0.31,chr2,119970699,120029408,Mapkbp1,protein_coding
chr2,120065469,120065537,0.53,0.35,0.33,chr2,120044157,120087772,Sptbn5,protein_coding
chr2,120093717,120093824,0.48,0.37,0.26,chr2,120087175,120156606,Ehd4,protein_coding
chr2,120306880,120307061,0.57,0.42,0.33,chr2,120297957,120316165,Pla2g4f,protein_coding
chr2,120317473,120317541,0.72,0.54,0.44,chr2,120314461,120355137,Vps39,protein_coding
chr2,120331627,120331861,0.61,0.45,0.4,chr2,120314461,120355137,Vps39,protein_coding
chr2,120338465,120338468,0.45,0.35,0.23,chr2,120314461,120355137,Vps39,protein_coding
chr2,120356442,120356534,0.47,0.27,0.2,chr2,120353312,120406113,Tmem87a,protein_coding
chr2,120480292,120480326,0.81,0.79,0.6,chr2,120454019,120506913,Capn3,protein_coding
chr2,120546097,120546106,0.83,0.69,0.59,chr2,120504820,120565843,Zfp106,protein_coding
chr2,121195591,121195660,0.46,0.32,0.23,chr2,121168654,121200770,Tubgcp4,protein_coding
chr2,121195591,121195660,0.46,0.32,0.23,chr2,121191281,121273407,Trp53bp1,protein_coding
chr2,121326777,121326859,0.71,0.56,0.49,chr2,121308561,121357396,Ppip5k1,protein_coding
chr2,121556168,121556332,0.86,0.75,0.62,chr2,121543529,121809087,Frmd5,protein_coding
chr2,121585006,121585047,0.52,0.73,0.75,chr2,121543529,121809087,Frmd5,protein_coding
chr2,122731534,122731557,0.56,0.49,0.35,chr2,122731290,122740362,Bloc1s6os,antisense
chr2,124466063,124466270,0.77,0.69,0.57,chr2,124087969,124669770,Sema6d,protein_coding
chr2,124623579,124623585,0.27,0.48,0.35,chr2,124087969,124669770,Sema6d,protein_coding
chr2,125141378,125141458,0.66,0.52,0.43,chr2,125134692,125149839,Ctxn2,protein_coding
chr2,125320781,125320920,0.63,0.46,0.37,chr2,125298594,125509993,Fbn1,protein_coding
chr2,125575896,125575960,0.57,0.43,0.3,chr2,125561088,125627113,Cep152,protein_coding
chr2,125692180,125692243,0.62,0.47,0.37,chr2,125625447,125726148,Shc4,protein_coding
chr2,126647832,126647845,0.55,0.42,0.31,chr2,126625442,126678337,Gabpb1,protein_coding
chr2,127219184,127219296,0.85,0.64,0.48,chr2,127206386,127242451,Snrnp200,protein_coding
chr2,127497264,127497281,0.76,0.61,0.5,chr2,127454498,127524094,Kcnip3,protein_coding
chr2,127706581,127706644,0.77,0.63,0.51,chr2,127702386,127731932,Mall,protein_coding
chr2,127758556,127758574,0.27,0.5,0.44,chr2,127738732,127790897,Nphp1,protein_coding
chr2,128287875,128287891,0.41,0.21,0.17,chr2,128193993,128431349,Gm14005,processed_transcript
chr2,129094430,129094494,0.7,0.59,0.48,chr2,129063942,129098283,Ttl,protein_coding
chr2,129133353,129133409,0.74,0.63,0.51,chr2,129127700,129136134,Chchd5,protein_coding
chr2,129176577,129176827,0.86,0.75,0.62,chr2,129156666,129182667,AI847159,antisense
chr2,129183575,129183594,0.36,0.22,0.15,chr2,129180482,129185947,Gm14029,antisense
chr2,129183629,129183822,0.68,0.5,0.38,chr2,129180482,129185947,Gm14029,antisense
chr2,129697799,129697810,0.68,0.55,0.47,chr2,129684565,129701844,Pdyn,protein_coding
chr2,130393404,130393687,0.73,0.59,0.48,chr2,130388775,130399574,Cpxm1,protein_coding
chr2,130488708,130488838,0.54,0.41,0.3,chr2,130448278,130556026,Ptpra,protein_coding
chr2,130528498,130528512,0.78,0.65,0.57,chr2,130448278,130556026,Ptpra,protein_coding
chr2,130607030,130607047,0.53,0.36,0.3,chr2,130588002,130632038,Ubox5,protein_coding
chr2,130614347,130614716,0.54,0.43,0.31,chr2,130588002,130632038,Ubox5,protein_coding
chr2,130614347,130614716,0.54,0.43,0.31,chr2,130611840,130632027,Fastkd5,protein_coding
chr2,130619227,130619232,0.73,0.56,0.46,chr2,130588002,130632038,Ubox5,protein_coding
chr2,130619227,130619232,0.73,0.56,0.46,chr2,130611840,130632027,Fastkd5,protein_coding
chr2,130639584,130639613,0.7,0.56,0.49,chr2,130630839,130644803,Lzts3,protein_coding
chr2,130789752,130789789,0.63,0.47,0.42,chr2,130704200,130908406,4930402H24Rik,protein_coding
chr2,131544851,131544886,0.76,0.64,0.54,chr2,131543850,131564283,Adra1d,protein_coding
chr2,132131902,132131913,0.37,0.58,0.47,chr2,132050496,132147108,Slc23a2,protein_coding
